Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Recreio dos Bandeirantes;3;2;1;99;1900.0;1110.0;0.0
Campo Grande;2;0;0;60;450.0;170.0;0.0
Recreio dos Bandeirantes;3;1;1;83;2300.0;1200.0;195.0
Leblon;2;2;1;160;8000.0;2550.0;571.0
Tijuca;3;0;1;100;1800.0;850.0;130.0
Botafogo;2;1;1;104;5800.0;1350.0;267.0
Laranjeiras;3;2;1;120;3500.0;980.0;0.0
Tijuca;3;1;1;96;1950.0;500.0;93.0
Barra da Tijuca;2;1;1;70;1400.0;726.0;14.0
Curicica;3;1;0;60;1300.0;670.0;78.0
Pechincha;3;1;1;76;1450.0;652.0;742.0
Engenho de Dentro;2;1;1;80;1350.0;235.0;135.0
São Conrado;4;2;2;166;5800.0;1699.0;388.0
Tijuca;1;0;0;35;800.0;420.0;0.0
Barra da Tijuca;1;1;1;66;2500.0;1396.0;141.0
Copacabana;2;1;1;180;6800.0;1600.0;305.0
Leblon;4;1;1;160;14000.0;2500.0;530.0
Tijuca;3;0;0;105;2200.0;512.0;128.0
Barra da Tijuca;3;1;2;250;6500.0;1295.0;0.0
Copacabana;3;1;0;131;5000.0;1886.0;777.0
Pechincha;2;1;0;71;1400.0;688.0;0.0
Recreio dos Bandeirantes;4;2;1;180;2700.0;900.0;0.0
Flamengo;4;1;2;202;5300.0;1746.0;383.0
Bonsucesso;3;0;0;66;1000.0;150.0;0.0
Barra da Tijuca;4;2;2;160;4000.0;1790.0;690.0
Laranjeiras;3;1;0;130;2650.0;1010.0;214.0
Engenho de Dentro;2;0;0;65;950.0;480.0;0.0
Leme;1;0;0;32;1600.0;560.0;100.0
Copacabana;3;1;1;100;9000.0;900.0;220.0
Recreio dos Bandeirantes;3;2;1;85;2200.0;708.0;1352.0
Barra da Tijuca;5;3;5;340;13000.0;3200.0;0.0
Irajá;2;1;1;50;1000.0;442.0;0.0
Recreio dos Bandeirantes;3;2;3;300;3700.0;880.0;512.0
Gávea;3;1;1;85;3700.0;864.0;182.0
Jacarepaguá;2;1;1;75;1300.0;524.0;126.0
Freguesia (Jacarepaguá);1;1;0;50;1050.0;590.0;37.0
Vaz Lobo;2;1;0;50;750.0;460.0;0.0
Leblon;3;2;1;150;7000.0;1900.0;400.0
Centro;1;0;0;45;1100.0;400.0;0.0
Cidade Nova;2;0;0;55;1200.0;400.0;13.0
Recreio dos Bandeirantes;3;1;1;80;2500.0;800.0;0.0
Copacabana;2;0;1;80;2400.0;700.0;154.0
Botafogo;1;0;0;30;1300.0;559.0;0.0
Copacabana;2;1;0;48;1800.0;604.0;76.0
Curicica;2;1;0;55;800.0;350.0;16.0
Barra da Tijuca;2;2;1;74;2200.0;1049.0;221.0
Botafogo;2;1;0;61;3000.0;610.0;103.0
Ipanema;4;6;4;700;65000.0;8860.0;599.0
Copacabana;2;1;1;100;3500.0;750.0;150.0
Recreio dos Bandeirantes;3;4;3;170;3000.0;1180.0;0.0
Recreio dos Bandeirantes;3;2;1;151;2000.0;1126.0;0.0
Recreio dos Bandeirantes;4;3;4;340;4000.0;1100.0;400.0
Ipanema;3;0;1;138;7500.0;1920.0;3137.0
Copacabana;2;0;0;85;3000.0;988.0;106.0
Copacabana;3;0;0;130;5500.0;750.0;150.0
Barra da Tijuca;3;2;1;196;12000.0;1700.0;2285.0
Vila Isabel;1;1;0;54;1700.0;600.0;70.0
Freguesia (Jacarepaguá);2;1;1;71;1700.0;780.0;0.0
Lagoa;4;4;4;400;20500.0;4150.0;0.0
Flamengo;1;0;0;30;1500.0;386.0;29.0
Laranjeiras;2;0;0;59;2500.0;728.0;95.0
Copacabana;1;0;0;38;1300.0;612.0;24.0
Freguesia (Jacarepaguá);2;1;0;67;2000.0;518.0;643.0
Jacarepaguá;2;1;0;71;1700.0;600.0;0.0
Laranjeiras;2;0;0;87;2900.0;750.0;130.0
Cidade Nova;1;0;0;37;800.0;214.0;14.0
Freguesia (Jacarepaguá);3;2;2;166;2000.0;1618.0;222.0
Flamengo;2;0;0;42;1700.0;535.0;24.0
Lins de Vasconcelos;2;0;0;80;900.0;539.0;13.0
Leblon;2;1;0;74;3500.0;1600.0;180.0
Copacabana;3;1;0;140;3700.0;1424.0;329.0
Copacabana;3;1;1;280;5500.0;1369.0;248.0
Ipanema;4;3;4;400;25000.0;4000.0;1000.0
Barra da Tijuca;2;1;1;80;2200.0;1130.0;75.0
Tijuca;2;0;0;73;1400.0;491.0;0.0
Barra da Tijuca;3;2;3;105;3100.0;1500.0;270.0
Cordovil;2;0;0;65;1100.0;50.0;0.0
Barra da Tijuca;4;3;2;230;6200.0;2750.0;690.0
Catete;2;0;0;83;2300.0;680.0;148.0
Recreio dos Bandeirantes;2;1;0;90;1800.0;880.0;177.0
Humaitá;2;0;0;72;2000.0;620.0;137.0
Ipanema;3;2;2;164;28000.0;2800.0;480.0
Barra da Tijuca;2;1;1;101;2500.0;2300.0;0.0
Tijuca;2;0;0;79;1800.0;380.0;0.0
Ipanema;3;1;1;95;4500.0;1180.0;264.0
Ipanema;3;1;1;150;8000.0;2050.0;438.0
Barra da Tijuca;2;1;1;96;2000.0;1460.0;278.0
Copacabana;3;1;1;143;3890.0;1971.0;258.0
Pechincha;3;1;1;90;1000.0;800.0;120.0
Botafogo;3;0;0;83;2800.0;294.0;110.0
Barra da Tijuca;2;1;0;62;1500.0;700.0;100.0
Barra da Tijuca;2;1;1;90;3000.0;1846.0;438.0
Praça Seca;2;0;0;48;950.0;160.0;12.0
Barra da Tijuca;3;2;1;167;4500.0;2180.0;165.0
Leblon;4;2;2;180;11000.0;2900.0;739.0
Copacabana;2;0;0;57;2200.0;760.0;77.0
Ipanema;3;2;0;95;5000.0;1200.0;202.0
Copacabana;1;0;0;40;2050.0;585.0;0.0
Barra da Tijuca;1;1;0;70;3000.0;1650.0;0.0
Tijuca;2;1;0;71;1750.0;540.0;83.0
Ipanema;2;0;1;90;3600.0;650.0;150.0
Lapa;1;0;0;32;1100.0;380.0;0.0
Flamengo;1;0;0;50;1900.0;600.0;25.0
Copacabana;1;0;0;27;1600.0;295.0;30.0
Vila Isabel;3;1;1;89;2100.0;750.0;0.0
Copacabana;4;1;2;241;6300.0;2540.0;612.0
Recreio dos Bandeirantes;4;4;1;145;2000.0;1350.0;390.0
Copacabana;3;0;0;119;2500.0;1140.0;0.0
Campo Grande;2;1;0;52;850.0;280.0;0.0
Freguesia (Jacarepaguá);3;1;1;71;1600.0;500.0;0.0
Tijuca;3;1;1;80;1750.0;850.0;125.0
Barra da Tijuca;3;2;3;156;5500.0;2200.0;455.0
Irajá;2;1;1;80;1450.0;200.0;0.0
Ipanema;3;1;1;130;4500.0;1230.0;335.0
Barra da Tijuca;4;3;4;340;11000.0;4408.0;0.0
Recreio dos Bandeirantes;2;1;1;74;1500.0;1247.0;190.0
Barra da Tijuca;3;1;1;110;3500.0;1300.0;0.0
Barra da Tijuca;5;4;5;368;13000.0;3500.0;10000.0
Leblon;3;1;1;120;6000.0;1700.0;360.0
Gávea;2;0;0;63;2100.0;921.0;101.0
Tijuca;3;1;1;85;2300.0;569.0;0.0
Jacarepaguá;4;2;3;245;2700.0;1380.0;145.0
Flamengo;2;0;0;65;2500.0;420.0;800.0
Barra da Tijuca;4;5;4;630;12000.0;6271.0;1643.0
Leblon;1;1;1;105;5500.0;2800.0;450.0
Copacabana;2;0;0;65;2600.0;770.0;91.0
Barra da Tijuca;1;1;0;70;2000.0;1130.0;0.0
Copacabana;1;0;0;63;1800.0;757.0;88.0
Freguesia (Jacarepaguá);3;2;2;134;2500.0;1200.0;0.0
Leblon;3;1;1;110;5900.0;1200.0;480.0
Recreio dos Bandeirantes;3;2;0;85;1800.0;924.0;155.0
Copacabana;3;1;0;100;2700.0;1079.0;129.0
Glória;2;0;0;110;1500.0;1400.0;200.0
Leme;3;1;1;220;9200.0;1700.0;1850.0
Freguesia (Jacarepaguá);2;1;1;79;1600.0;750.0;113.0
Copacabana;1;0;0;28;1400.0;420.0;55.0
Barra da Tijuca;1;1;1;50;3500.0;1000.0;200.0
Leblon;4;3;1;168;12900.0;2250.0;0.0
Copacabana;3;0;0;110;2700.0;1000.0;25.0
Recreio dos Bandeirantes;3;1;1;70;1800.0;631.0;0.0
Botafogo;3;1;1;101;5600.0;1290.0;342.0
Caju;1;0;1;45;850.0;230.0;0.0
Lins de Vasconcelos;2;2;1;145;2500.0;581.0;28.0
Todos os Santos;2;1;0;70;1300.0;511.0;0.0
Tijuca;3;0;0;85;1600.0;515.0;0.0
Leblon;3;1;1;150;5000.0;1000.0;400.0
Copacabana;2;1;1;89;10000.0;3200.0;0.0
Irajá;2;1;0;50;900.0;460.0;0.0
Barra da Tijuca;3;3;1;127;6000.0;2100.0;6482.0
Lagoa;3;3;0;280;9000.0;1700.0;0.0
Recreio dos Bandeirantes;3;3;3;189;2500.0;922.0;420.0
Copacabana;3;0;0;130;3000.0;1200.0;232.0
Copacabana;2;0;0;80;2200.0;938.0;98.0
Copacabana;3;1;0;110;2900.0;1365.0;160.0
Ipanema;3;1;1;180;6500.0;1520.0;430.0
Méier;3;1;0;65;1200.0;320.0;16.0
Santa Teresa;3;0;0;83;1700.0;604.0;0.0
Flamengo;3;2;1;180;10500.0;1500.0;400.0
Leblon;2;0;1;60;3200.0;788.0;140.0
Copacabana;4;1;4;250;9000.0;2500.0;6000.0
Ipanema;5;1;2;242;15000.0;2400.0;1280.0
Recreio dos Bandeirantes;4;2;1;200;3300.0;900.0;350.0
Ipanema;1;0;0;40;2500.0;651.0;54.0
Botafogo;2;1;1;105;5800.0;1353.0;281.0
Jardim Carioca;2;1;0;55;1350.0;430.0;0.0
Urca;3;2;1;168;6000.0;2172.0;459.0
Maracanã;3;0;1;114;1900.0;570.0;87.0
Méier;3;1;0;85;1300.0;770.0;72.0
Recreio dos Bandeirantes;2;1;1;70;1700.0;720.0;90.0
Padre Miguel;2;1;0;50;800.0;273.0;0.0
Glória;1;0;1;45;1200.0;515.0;0.0
Botafogo;2;1;1;84;4650.0;1140.0;223.0
Catete;2;1;0;71;2200.0;725.0;109.0
Barra da Tijuca;3;0;2;180;8000.0;1700.0;0.0
Urca;3;2;1;170;6000.0;2172.0;458.0
Copacabana;2;0;0;70;2100.0;912.0;156.0
Leblon;3;2;1;140;10000.0;1750.0;560.0
Recreio dos Bandeirantes;4;4;2;170;2600.0;1180.0;260.0
Barra da Tijuca;2;1;1;95;2400.0;1200.0;0.0
Barra da Tijuca;2;1;1;62;1900.0;1224.0;0.0
Tijuca;3;1;0;85;2200.0;850.0;92.0
Barra da Tijuca;2;1;1;70;2800.0;700.0;1200.0
Barra da Tijuca;3;2;1;200;5500.0;1900.0;230.0
Tomás Coelho;2;0;0;70;760.0;150.0;0.0
Rio Comprido;2;1;0;60;1300.0;700.0;15.0
Praça Seca;2;0;1;62;1100.0;440.0;0.0
Botafogo;2;1;0;70;2400.0;812.0;157.0
Barra da Tijuca;2;2;1;82;3000.0;1600.0;230.0
Glória;1;0;1;40;1150.0;520.0;0.0
Barra da Tijuca;2;1;0;52;2200.0;488.0;0.0
Leblon;4;3;3;324;14000.0;4500.0;782.0
Ipanema;2;2;2;220;16000.0;1800.0;1300.0
Barra da Tijuca;2;3;1;100;6000.0;3200.0;450.0
Recreio dos Bandeirantes;2;1;1;71;1600.0;570.0;100.0
Ipanema;3;1;1;140;8000.0;2636.0;139.0
Barra da Tijuca;3;1;1;220;6000.0;2000.0;900.0
Catete;1;0;0;65;1800.0;423.0;0.0
Barra da Tijuca;4;3;4;292;10000.0;3800.0;8000.0
Ipanema;2;1;1;100;7880.0;4699.0;0.0
Flamengo;3;1;2;160;3800.0;880.0;129.0
Barra da Tijuca;4;3;4;267;8500.0;2423.0;570.0
Vila Isabel;3;2;1;100;1400.0;750.0;102.0
Gávea;2;1;1;75;2500.0;1237.0;1888.0
Botafogo;1;0;0;45;2000.0;480.0;20.0
Barra da Tijuca;2;1;1;80;2200.0;1200.0;2500.0
Botafogo;3;1;1;110;5500.0;1250.0;200.0
Ipanema;2;1;0;65;3400.0;950.0;90.0
Praça Seca;2;1;0;50;750.0;260.0;13.0
Rio Comprido;2;1;0;88;1200.0;663.0;0.0
Lagoa;2;1;1;108;4800.0;1191.0;3439.0
Leblon;3;2;3;150;10000.0;1700.0;350.0
Leblon;5;2;2;300;19000.0;3368.0;1668.0
São Cristóvão;2;0;0;50;1000.0;320.0;0.0
Recreio dos Bandeirantes;2;1;0;70;1050.0;500.0;60.0
Copacabana;4;1;1;260;7000.0;2200.0;4300.0
Ipanema;1;0;0;38;2000.0;495.0;0.0
Vargem Pequena;3;0;0;53;1000.0;382.0;0.0
Barra da Tijuca;1;1;1;52;2200.0;2300.0;326.0
Copacabana;2;0;0;67;2000.0;537.0;101.0
Recreio dos Bandeirantes;3;1;2;293;4900.0;540.0;718.0
Lagoa;3;1;1;130;5500.0;950.0;280.0
Barra da Tijuca;1;1;1;48;1200.0;650.0;50.0
Copacabana;3;2;1;104;4800.0;1400.0;375.0
Ipanema;2;1;2;86;10000.0;3875.0;600.0
Tijuca;3;1;0;148;2500.0;1100.0;220.0
Copacabana;3;0;1;110;3000.0;1600.0;2938.0
Taquara;2;1;1;50;1000.0;450.0;18.0
Flamengo;4;1;1;300;15000.0;1250.0;650.0
Jardim Guanabara;3;0;0;115;1800.0;470.0;0.0
Barra da Tijuca;3;2;3;100;1900.0;1498.0;127.0
Jacarepaguá;4;2;2;178;10000.0;2005.0;2703.0
Centro;1;0;0;33;800.0;380.0;25.0
Barra da Tijuca;2;1;1;79;3100.0;1200.0;160.0
Botafogo;3;1;0;109;2500.0;927.0;174.0
Recreio dos Bandeirantes;2;1;1;70;1500.0;490.0;90.0
Barra da Tijuca;2;1;2;80;1000.0;1183.0;0.0
Praça Seca;1;1;0;48;450.0;275.0;0.0
Leblon;3;4;1;180;13000.0;3000.0;400.0
Barra da Tijuca;4;3;2;139;4000.0;1700.0;443.0
São Francisco Xavier;2;1;0;66;850.0;401.0;0.0
Barra da Tijuca;3;2;1;120;5000.0;1574.0;336.0
Itanhangá;2;1;0;65;1100.0;550.0;34.0
Copacabana;3;1;0;250;9500.0;1510.0;913.0
Leblon;4;2;1;200;12000.0;4800.0;601.0
Leblon;3;0;1;100;4500.0;1450.0;0.0
Engenho de Dentro;2;1;0;51;1300.0;350.0;13.0
Recreio dos Bandeirantes;4;4;4;700;7000.0;1650.0;1099.0
Copacabana;1;0;0;39;1800.0;600.0;67.0
Tijuca;3;1;1;68;2200.0;972.0;95.0
São Conrado;1;1;1;80;3200.0;1050.0;15.0
Barra da Tijuca;3;1;1;72;2000.0;630.0;0.0
Ipanema;3;1;2;120;6000.0;850.0;305.0
Méier;3;0;0;59;1050.0;230.0;25.0
Pechincha;3;1;1;85;1050.0;982.0;102.0
Barra da Tijuca;3;1;0;100;1800.0;1200.0;260.0
Ipanema;3;1;2;120;7000.0;800.0;305.0
Gávea;2;1;0;61;3420.0;894.0;282.0
Barra da Tijuca;2;1;1;105;2700.0;1591.0;200.0
Recreio dos Bandeirantes;2;1;1;91;1500.0;1229.0;189.0
Ipanema;2;1;1;140;11000.0;1760.0;315.0
Leblon;4;1;0;223;10000.0;2000.0;5076.0
Tijuca;2;1;0;79;1500.0;470.0;0.0
Taquara;2;1;0;55;1000.0;460.0;40.0
São Conrado;4;4;4;470;17999.0;6000.0;4000.0
Freguesia (Jacarepaguá);4;2;1;190;3900.0;1400.0;241.0
Copacabana;2;2;1;157;4000.0;1500.0;339.0
Joá;3;2;1;400;15500.0;2500.0;550.0
Botafogo;1;1;0;80;2400.0;800.0;126.0
Ipanema;2;2;1;130;16500.0;1530.0;525.0
Jacarepaguá;2;1;1;72;2200.0;750.0;77.0
Tijuca;2;1;2;87;2950.0;740.0;130.0
Barra da Tijuca;2;1;1;68;1650.0;1200.0;240.0
Copacabana;4;0;1;130;5000.0;1800.0;200.0
Copacabana;3;1;0;110;3500.0;897.0;328.0
Copacabana;2;0;0;80;2400.0;180.0;995.0
Copacabana;3;0;0;80;3200.0;1018.0;106.0
Ipanema;3;1;0;98;4800.0;783.0;315.0
Botafogo;3;2;1;105;3900.0;1209.0;203.0
Recreio dos Bandeirantes;3;1;1;166;3000.0;950.0;201.0
Laranjeiras;2;0;0;123;2600.0;800.0;203.0
Jardim Botânico;2;1;1;80;3500.0;1812.0;218.0
Barra da Tijuca;3;3;2;150;6000.0;2875.0;457.0
Tijuca;3;1;0;100;2500.0;1277.0;0.0
Jardim Botânico;3;0;1;131;3700.0;800.0;250.0
Recreio dos Bandeirantes;2;2;1;85;2000.0;1300.0;100.0
Praça Seca;2;1;1;64;1100.0;360.0;0.0
Flamengo;1;0;0;55;1800.0;700.0;56.0
Flamengo;3;1;0;97;3000.0;760.0;167.0
Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0
Botafogo;2;1;0;83;3100.0;900.0;120.0
São Conrado;2;1;1;80;3000.0;1200.0;210.0
Freguesia (Jacarepaguá);4;0;2;112;2400.0;648.0;0.0
Copacabana;2;1;0;85;2990.0;850.0;170.0
Barra da Tijuca;4;0;2;146;4900.0;1800.0;3500.0
Barra da Tijuca;3;2;1;150;4500.0;1653.0;0.0
Flamengo;3;1;1;108;4000.0;1000.0;217.0
Leme;2;1;0;84;2700.0;715.0;215.0
Barra da Tijuca;2;1;2;85;3300.0;950.0;250.0
Flamengo;4;1;1;180;5200.0;1400.0;490.0
Barra da Tijuca;4;2;4;205;4500.0;2300.0;550.0
Barra da Tijuca;3;3;3;150;5000.0;2900.0;450.0
Tijuca;2;2;0;80;1800.0;550.0;81.0
Copacabana;3;1;3;197;7000.0;2284.0;401.0
Recreio dos Bandeirantes;3;3;3;179;4000.0;952.0;510.0
Leme;1;0;0;53;1600.0;450.0;70.0
Barra da Tijuca;2;1;1;100;3100.0;990.0;200.0
Lagoa;4;2;3;157;10500.0;1900.0;550.0
Barra da Tijuca;4;2;1;160;8000.0;1795.0;636.0
São Cristóvão;2;1;1;71;2000.0;760.0;57.0
Freguesia (Jacarepaguá);2;1;1;80;1800.0;750.0;112.0
Jacarepaguá;2;1;1;80;1900.0;1350.0;80.0
Cachambi;2;1;0;55;1400.0;550.0;30.0
Engenho de Dentro;2;1;1;74;1300.0;501.0;135.0
Vila Isabel;2;1;1;70;1700.0;315.0;140.0
Tijuca;3;1;0;125;2500.0;1100.0;200.0
Barra da Tijuca;3;1;3;80;2750.0;1200.0;0.0
Grajaú;2;0;0;75;1600.0;550.0;49.0
Barra da Tijuca;2;1;1;90;6600.0;1800.0;450.0
Flamengo;2;1;2;120;4000.0;1400.0;485.0
Copacabana;2;1;0;70;2200.0;582.0;153.0
Ipanema;3;2;1;125;4970.0;1320.0;436.0
Vila da Penha;2;1;0;83;1300.0;300.0;0.0
Barra da Tijuca;2;1;1;63;1300.0;990.0;112.0
Méier;2;1;0;63;950.0;600.0;37.0
Barra da Tijuca;3;2;1;140;4500.0;1500.0;0.0
Tijuca;2;1;0;62;1400.0;640.0;202.0
Jacarepaguá;2;1;1;52;1400.0;552.0;20.0
Laranjeiras;3;0;0;95;2500.0;575.0;93.0
Ipanema;3;2;1;150;6300.0;2200.0;495.0
Tijuca;1;0;0;47;1400.0;530.0;0.0
Barra da Tijuca;2;1;1;83;2000.0;1335.0;0.0
Botafogo;2;1;1;80;3170.0;850.0;150.0
Barra da Tijuca;4;3;2;180;11500.0;2300.0;663.0
Curicica;2;1;0;55;1200.0;500.0;40.0
Leblon;4;2;4;300;16000.0;4200.0;1764.0
Leme;3;0;0;135;2900.0;800.0;230.0
Barra da Tijuca;3;0;3;190;6990.0;1400.0;600.0
Barra da Tijuca;3;3;2;300;5500.0;1870.0;0.0
Copacabana;3;0;0;152;3000.0;1225.0;407.0
Praça da Bandeira;2;0;0;66;1300.0;760.0;0.0
Méier;3;1;1;102;1900.0;890.0;135.0
Ipanema;1;1;1;72;4400.0;3660.0;195.0
Copacabana;4;0;0;200;4800.0;1700.0;250.0
Flamengo;3;1;0;100;4200.0;885.0;213.0
Copacabana;4;0;0;389;12400.0;3825.0;0.0
Copacabana;1;0;0;42;2000.0;468.0;72.0
Barra da Tijuca;3;1;1;100;2800.0;1485.0;257.0
Leme;4;1;2;290;11000.0;2000.0;570.0
Barra da Tijuca;2;0;1;70;1500.0;960.0;0.0
Leme;2;0;0;75;2700.0;878.0;0.0
Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0
São Cristóvão;2;1;1;72;1850.0;753.0;45.0
Barra da Tijuca;1;1;0;60;2500.0;2000.0;0.0
Barra da Tijuca;3;2;2;96;1900.0;750.0;250.0
Freguesia (Jacarepaguá);2;0;1;152;3800.0;972.0;2248.0
Barra da Tijuca;2;2;1;108;3800.0;1500.0;1700.0
Recreio dos Bandeirantes;3;2;1;100;3000.0;700.0;0.0
Recreio dos Bandeirantes;2;1;1;70;1700.0;777.0;0.0
Barra da Tijuca;2;1;0;58;1200.0;700.0;70.0
Paciência;2;1;0;48;600.0;230.0;0.0
Ipanema;2;1;1;76;4500.0;2196.0;0.0
Barra da Tijuca;4;3;2;340;9500.0;1700.0;10250.0
Centro;1;0;0;42;1090.0;345.0;24.0
Laranjeiras;3;1;0;150;3000.0;800.0;190.0
Copacabana;4;1;2;242;10000.0;2800.0;400.0
Gávea;2;2;1;79;3400.0;1171.0;229.0
Ipanema;2;1;0;81;3800.0;1070.0;298.0
São Conrado;3;3;3;243;14000.0;3000.0;594.0
Laranjeiras;1;1;0;59;2000.0;630.0;0.0
Jacarepaguá;3;1;1;100;2200.0;1200.0;189.0
Barra da Tijuca;4;0;0;146;4500.0;2178.0;351.0
Humaitá;3;0;1;100;2700.0;1560.0;105.0
Flamengo;3;1;1;120;4000.0;1220.0;270.0
Recreio dos Bandeirantes;2;1;1;70;1700.0;850.0;140.0
Jacarepaguá;2;1;1;65;1800.0;650.0;220.0
Freguesia (Jacarepaguá);3;1;1;80;1500.0;680.0;159.0
Recreio dos Bandeirantes;4;2;4;190;3950.0;1290.0;300.0
Cachambi;2;1;0;76;1200.0;510.0;37.0
Ipanema;2;1;1;85;8000.0;3700.0;300.0
Recreio dos Bandeirantes;3;1;1;105;2200.0;650.0;250.0
Barra da Tijuca;2;1;1;70;2800.0;970.0;70.0
Flamengo;3;1;1;300;13900.0;2700.0;0.0
Copacabana;1;0;0;41;3000.0;575.0;68.0
Lagoa;3;2;2;376;18000.0;4870.0;0.0
Copacabana;3;1;0;130;6000.0;730.0;0.0
Recreio dos Bandeirantes;2;1;1;68;1900.0;850.0;870.0
Leblon;2;2;2;132;8000.0;2328.0;782.0
Barra da Tijuca;3;2;1;96;2800.0;1200.0;193.0
Gávea;3;1;1;90;4500.0;1368.0;0.0
Barra da Tijuca;2;2;0;100;6000.0;1500.0;321.0
Barra da Tijuca;3;2;1;193;2500.0;3800.0;863.0
Recreio dos Bandeirantes;3;2;1;120;2000.0;700.0;2500.0
Praça da Bandeira;2;0;0;57;1640.0;540.0;51.0
Botafogo;3;1;1;105;4200.0;772.0;178.0
Tijuca;2;1;1;67;1800.0;1080.0;0.0
Ipanema;1;0;0;67;2700.0;734.0;0.0
Barra da Tijuca;4;2;1;158;5000.0;1845.0;238.0
Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0
Santa Teresa;2;0;0;75;1700.0;13.0;427.0
Gávea;1;1;1;60;3000.0;920.0;0.0
Vargem Pequena;3;1;1;78;1600.0;550.0;90.0
Copacabana;1;0;0;50;1600.0;534.0;70.0
Recreio dos Bandeirantes;1;1;0;77;1900.0;471.0;0.0
Copacabana;4;2;2;389;12400.0;3825.0;0.0
Barra da Tijuca;3;2;1;165;3700.0;2070.0;0.0
Copacabana;2;1;1;94;2500.0;1351.0;135.0
Recreio dos Bandeirantes;2;1;1;90;2800.0;1100.0;140.0
Recreio dos Bandeirantes;2;2;2;200;2900.0;1040.0;300.0
Bonsucesso;2;0;0;75;900.0;640.0;0.0
Recreio dos Bandeirantes;3;1;2;70;1600.0;1095.0;140.0
Barra da Tijuca;4;3;2;240;15000.0;2600.0;600.0
Irajá;2;1;0;45;1000.0;371.0;0.0
Tijuca;2;0;1;75;1900.0;716.0;87.0
Ipanema;4;1;2;195;12000.0;2000.0;550.0
Barra da Tijuca;2;1;1;95;2450.0;1700.0;0.0
Península;4;3;2;229;6500.0;3000.0;2500.0
Jacarepaguá;2;1;1;78;2500.0;589.0;98.0
Leblon;2;1;1;79;2650.0;1702.0;406.0
Bonsucesso;2;0;0;67;800.0;484.0;0.0
Del Castilho;2;1;0;67;1200.0;300.0;0.0
Barra da Tijuca;3;3;1;169;5000.0;2280.0;450.0
Ipanema;3;0;0;195;10000.0;2200.0;645.0
Copacabana;1;0;1;52;2500.0;650.0;0.0
Andaraí;2;1;0;63;1100.0;450.0;24.0
Barra da Tijuca;3;2;3;132;10900.0;2160.0;820.0
Méier;2;1;0;60;1100.0;570.0;37.0
Copacabana;3;1;0;140;3500.0;1050.0;180.0
Engenho Novo;3;1;0;130;1300.0;700.0;0.0
Copacabana;3;0;0;80;3000.0;850.0;981.0
Copacabana;2;0;1;98;2250.0;1426.0;206.0
Barra da Tijuca;3;2;3;145;3200.0;1800.0;0.0
Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0
Barra da Tijuca;3;2;3;120;4000.0;1450.0;320.0
Todos os Santos;2;1;1;51;1250.0;440.0;14.0
Copacabana;3;1;1;130;5500.0;1600.0;231.0
Barra da Tijuca;4;4;4;310;8000.0;2160.0;1038.0
Recreio dos Bandeirantes;2;1;1;70;1400.0;850.0;100.0
Laranjeiras;3;1;1;90;2200.0;1294.0;0.0
Ipanema;3;0;1;120;4000.0;653.0;162.0
Copacabana;2;1;1;114;6000.0;1150.0;0.0
Copacabana;4;1;0;214;6000.0;1859.0;783.0
Flamengo;3;2;1;430;12000.0;2650.0;1254.0
Ipanema;2;1;2;156;5500.0;2400.0;480.0
Freguesia (Jacarepaguá);2;1;0;59;900.0;575.0;14.0
Copacabana;1;1;0;40;3300.0;400.0;26.0
Cosme Velho;2;1;1;87;2200.0;792.0;188.0
Barra da Tijuca;4;3;4;292;12000.0;3800.0;8000.0
Freguesia (Jacarepaguá);2;1;1;82;1400.0;783.0;128.0
Laranjeiras;2;1;1;80;2700.0;915.0;0.0
Flamengo;1;0;0;35;1300.0;319.0;24.0
Ipanema;2;1;1;86;19000.0;3685.0;442.0
Jardim Botânico;3;2;0;145;5000.0;1296.0;317.0
Leblon;2;2;1;89;6400.0;1957.0;437.0
Ipanema;2;1;1;100;5500.0;1200.0;400.0
Flamengo;3;0;0;178;5000.0;1500.0;220.0
Tijuca;3;1;0;72;1950.0;200.0;83.0
Barra da Tijuca;4;3;0;219;10999.0;3123.0;6200.0
Ipanema;2;1;1;78;8000.0;3300.0;570.0
Barra da Tijuca;2;1;2;83;2250.0;1160.0;254.0
Copacabana;3;0;0;88;2900.0;713.0;171.0
Leblon;2;1;0;80;3900.0;800.0;0.0
Lagoa;2;1;1;92;3600.0;1125.0;221.0
Barra da Tijuca;1;1;0;65;2300.0;1600.0;3600.0
Vila Isabel;2;1;0;70;1300.0;502.0;80.0
Copacabana;3;1;1;83;4000.0;1230.0;240.0
Cidade Nova;3;2;0;66;2200.0;558.0;48.0
Ipanema;3;0;0;115;7000.0;250.0;300.0
Leblon;2;0;0;65;3500.0;1000.0;1800.0
Jardim Botânico;3;2;1;90;3900.0;1310.0;275.0
Copacabana;1;0;1;30;2000.0;500.0;0.0
Tanque;2;1;1;66;1200.0;450.0;64.0
Copacabana;2;0;0;85;2500.0;850.0;0.0
Barra da Tijuca;3;2;0;130;3800.0;1600.0;150.0
Engenho Novo;2;0;0;65;990.0;590.0;0.0
